course_id,course_name,instructor_id,platform,category,level,language,price,duration_hours,lecture_count,certificate_type,course_url,date_added
b99b2b5a-e00d-449d-affa-20023040413c,Allow produce,46510367-cbdc-4318-8d85-a3d2a1a27485,Udemy,AI,Intermediate,German,337.98,54.3,83,,http://www.jones.com/,2023-12-15
df495037-b40a-4181-ac09-bdb799086e47,Each analysis,2834e4c0-14c8-43b4-a911-d19243bfd931,Skillshare,Cloud Computing,Beginner,French,143.17,26.4,79,,https://www.robinson.net/,2022-08-13
bb44badc-ea98-4ef8-90d7-5e373bf2025f,Five our pull fly few,dda4f4a7-0c3c-4284-87e5-3bbbdcb51c53,edX,Business,Intermediate,German,337.14,31.2,99,Certificate,http://www.turner-brown.org/,2021-08-24
8e4c3ab5-6d5d-4477-adc2-9178a0411612,Another general poor high,56cb1ab0-62fb-46d7-b4db-ca07e506f670,Coursera,Web Development,Advanced,Mandarin,167.26,49.3,35,,https://hernandez-bennett.net/,2024-03-08
4cfd0fc1-39b0-4e2a-996e-684f3db0174e,South trip none,ef04e57d-cdcc-433a-a943-4aa096fc734d,Udemy,AI,Beginner,English,23.06,59.1,83,Certificate,https://www.sanchez-harris.com/,2023-12-25
891f6912-17ab-4863-9efe-ef4fd8ddbbc0,Appear help painting,8de08fc2-c3e1-4a85-946e-f10411906f50,Skillshare,Cloud Computing,Beginner,German,246.69,15.4,88,,http://www.ballard.net/,2022-01-01
e8334da5-de95-4695-b579-c1437ab99428,Field training deep couple,9a1de644-815e-46d1-bb8f-aa1837f8a88b,Coursera,Business,Beginner,Spanish,401.25,42.1,64,Certificate,http://dominguez.com/,2023-07-13
52555c75-8d55-419e-bd44-cb2cea45ba41,Herself move grow,a508dc95-13a4-4492-897d-e16dd4ea120a,Udemy,Data Science,Intermediate,Spanish,399.91,40.4,76,,https://andrade.info/,2022-11-17
501ba851-5ee6-4495-b400-29c3ea11905b,Animal ten scientist administration,45b1ed25-f153-4ae8-a70a-cc5cb321bf21,Skillshare,Cloud Computing,Advanced,Mandarin,212.94,54.5,62,Certificate,https://gonzalez.biz/,2025-01-01
8cf6e8b8-7fd2-48c3-bee8-2983d5574241,Either start whom politics,e1e0fffc-98f6-4d7f-beb1-62f14806f804,Skillshare,Business,Intermediate,Spanish,419.09,17.4,71,No Certificate,https://oconnor.com/,2021-05-06
2f1dc121-7d02-4c6d-8bea-75c1b86677aa,Wrong whatever model stuff avoid,9f708368-cb3c-48ca-a392-57316b79afcc,Udemy,Web Development,Intermediate,English,356.06,14.8,47,No Certificate,http://www.taylor-mccoy.com/,2021-06-10
74bd0c93-8177-4661-b7fe-032c02571851,Art point value tree,31a3ac4d-828c-47e7-87d5-b7be1d30d990,Coursera,AI,Beginner,Spanish,191.13,10.0,32,Certificate,https://www.patel.com/,2020-04-18
892621df-4655-48b7-b8e1-9f568787ea21,Admit spend purpose,e05fb8bc-8a16-406c-8958-e75e21d53971,Skillshare,Web Development,Advanced,German,207.47,13.2,58,No Certificate,http://www.warren.com/,2024-08-19
446f64dd-5abc-46e5-90b1-e3eb409e7a80,Bad where learn during,9416e4dc-c6b2-4def-b8d8-b7f1c86c6544,Khan Academy,Data Science,Advanced,German,238.01,56.6,43,No Certificate,http://clayton.com/,2020-12-13
8d7dd772-608e-4f5c-a117-727067c0518b,Argue act commercial matter,bf1e8366-4b8e-43d4-8e76-07adf7a67b94,Khan Academy,Cloud Computing,Advanced,Spanish,243.63,17.1,67,Certificate,https://madden.com/,2022-02-09
b139c476-de3c-488b-a6b9-d31a361f6d90,Little another avoid understand tonight,25440fe0-6e41-4d47-9ff5-95ea5bc440f1,edX,Business,Advanced,Spanish,419.41,55.3,84,,http://www.smith-clark.com/,2023-07-18
299656e2-4c9d-4907-93b2-2cecedcabf94,Drive strong home to forward,aefcfad8-efc8-4849-b3aa-7efe4458a885,Skillshare,Cloud Computing,Advanced,English,41.89,26.3,64,Certificate,http://www.mcgee.com/,2020-10-20
9d264599-c4dd-4df5-9aec-56a857311609,However similar ahead event yeah,a4161293-c4c2-42e3-844e-a7c8c0398710,edX,Business,Intermediate,Spanish,226.89,20.9,53,No Certificate,https://www.tran-bennett.com/,2025-02-20
c5acc354-15f0-4cb4-a14c-721da921cb4c,Far east available environmental here,8cc36f3b-c3af-4cfe-b34a-6ca38116e3fc,Skillshare,Web Development,Beginner,German,9.67,32.8,49,Certificate,http://ward-davis.com/,2023-12-09
1a2bd69c-450f-49ee-82e7-9a985c238d8d,Beautiful issue news,83f02dc7-4f61-4217-aef1-669450cae32d,Coursera,Data Science,Beginner,Spanish,99.48,2.2,24,Certificate,https://www.davis.com/,2022-11-30
4ab6821c-0328-4136-a29e-f3d8dd1ca267,Hold be top toward,be0f051b-1b66-45a9-a3c4-36571d8cbbac,Skillshare,Data Science,Advanced,Spanish,232.05,16.1,52,Certificate,http://www.james.info/,2021-05-25
46a56fe8-6f46-41b1-aace-1aa9103246b3,Feel site guess want,d88c656d-b61e-4fdb-9a43-5206ef2ddcc4,Khan Academy,Data Science,Beginner,French,53.94,2.5,44,,https://www.rodriguez-torres.biz/,2022-12-25
cdd7f460-6140-47d3-9ec4-ea48d773f98d,Key issue statement prepare,13aec376-c359-410a-b1a6-014c5f3c44dc,Skillshare,Business,Advanced,Spanish,37.92,41.7,85,Certificate,http://morrison-dominguez.info/,2022-10-30
f7fe604f-65f3-4779-b6ee-5cdb2d79a2d1,Fact reason make office,da4bd9ca-eb5c-4467-80ba-cd647a0ecfea,edX,Cloud Computing,Beginner,Mandarin,390.54,21.5,59,,http://ramirez-hartman.com/,2021-02-14
979c30cf-3326-4887-9058-81dfee9bf3e1,Conference should agree road wall,f6febc0e-7ecd-4baf-a6f0-5fcffb16e5db,Coursera,Cloud Computing,Advanced,French,6.31,25.8,67,Certificate,http://guerra-jones.biz/,2024-05-27
3df51967-4d86-40bd-a222-4f9623a13e20,Probably resource smile,8fb864e4-f173-4856-a25d-36eb9e9a9f83,edX,Business,Advanced,Spanish,217.31,44.3,88,No Certificate,http://mendoza.biz/,2024-10-12
5c0a1feb-f7ea-466e-8a6c-af9b09697101,Order trial body eat professor,14e4180c-fe99-46a3-a2db-c8503c5bf3a7,Khan Academy,Business,Intermediate,German,412.04,36.0,46,Certificate,http://www.terrell.com/,2023-10-26
423cad9d-193e-4783-82b3-42541b1f2eb1,Member million oil,ec5b227c-dfde-4fbf-bff3-50bf766ecb15,edX,Business,Beginner,German,284.35,40.4,48,Certificate,http://myers-barton.org/,2024-05-30
0649bcf6-ff69-423d-984f-c85b2697384d,Bit indeed which break,4ffca6b1-99b4-49d4-89a2-14aef7e8f8e5,edX,AI,Intermediate,Spanish,177.06,16.2,40,,http://cooper-mueller.net/,2024-04-06
702ba49f-18fd-42b9-b9e5-c9aa592a3549,Five feel special boy,20156a72-12e1-43a6-932c-ae01d2c65ee4,edX,Cloud Computing,Beginner,Mandarin,473.08,6.1,97,No Certificate,https://www.marsh.net/,2021-08-22
8f5242d3-54bb-4cf8-a8fe-a7618d49fe3f,When discussion if continue,1f4a8ca1-ab85-4d59-9463-adc78fca7b6a,Khan Academy,AI,Advanced,German,322.31,30.0,7,Certificate,https://mclaughlin.info/,2023-10-23
36fce0ac-b469-4db3-8123-a348638abdf6,Everything region somebody,1e52d770-3f89-4142-be71-6b1415ce6a66,Udemy,Business,Advanced,Spanish,152.8,35.3,65,,http://www.nguyen-ellis.com/,2024-04-26
503b4078-a39c-4ec6-b746-4c02871854c1,Home hotel box goal leader,dcb33df3-13ee-4dc6-abd1-4d2c75b27455,edX,Business,Advanced,Mandarin,165.06,42.5,39,No Certificate,http://lawrence.com/,2022-10-02
b1850eb8-5f90-4c87-aedc-017e1df05d18,Memory industry case,6efb63b1-1b04-4863-bd7d-dbedd284476c,Udemy,Data Science,Advanced,Spanish,157.46,44.8,93,Certificate,https://tucker.com/,2024-11-16
23ea7956-49f1-437d-bd59-2e192ab7b2ef,Fire late approach,8eb22579-0cdb-4ca4-b6ec-bdd68498e113,Udemy,Business,Intermediate,Mandarin,487.33,32.0,41,Certificate,https://www.taylor-ochoa.net/,2024-06-15
af4847f0-68bd-475b-beb6-581ea72f947d,Indeed style major bar,8eb22579-0cdb-4ca4-b6ec-bdd68498e113,edX,AI,Intermediate,Spanish,150.83,42.8,21,No Certificate,http://www.johnson-walker.com/,2021-08-02
be15ad12-90ce-47e9-b513-03b9c7de96ea,Near both box simple,62801c45-1043-4a10-98ae-43346c12ace8,Coursera,Cloud Computing,Intermediate,Spanish,318.3,45.4,18,Certificate,https://www.alexander.com/,2022-09-08
7321a8b2-0840-405a-bfd2-f491dff389aa,Give stage keep,adaa44ca-8ed6-4d5e-9831-8aa354669d19,edX,Business,Intermediate,German,170.01,58.0,37,No Certificate,http://www.cochran.com/,2023-10-19
c8ebe27a-23a4-470e-9dbc-15c02a7dc57c,Spend south now,12922f83-ef8c-485b-807a-30f2edd4253b,Coursera,Business,Intermediate,English,287.93,41.5,24,Certificate,https://www.werner-carter.org/,2022-06-06
fc48f615-83b0-435c-9ba6-fdf8f3d04ffb,Career seek,d65e59dd-e62d-4d06-8f9b-85581a7f195b,edX,Data Science,Beginner,English,278.48,25.6,81,,https://www.camacho-martinez.com/,2022-04-12
d4176230-5274-4e11-b61d-f906257035db,Seven put majority,6db99102-a48b-4dbe-957d-94a106f028ff,Khan Academy,Business,Intermediate,German,148.38,35.7,59,No Certificate,https://hayes-schultz.com/,2023-08-01
b1d81887-4739-4c7b-bff3-0c8d83ff3e96,Lawyer maintain old than,28a39779-9c1c-4517-85d2-d0a686295b5d,Khan Academy,Data Science,Advanced,English,472.85,13.3,32,No Certificate,http://beck.net/,2023-07-16
d3293724-6dfd-471a-b7d7-465d37c3b3c9,Manager follow exist,2e326567-d284-454e-bebe-c0db9a3a6103,Coursera,AI,Beginner,Spanish,275.44,10.2,57,No Certificate,http://shannon-farmer.com/,2021-01-01
75a72686-d632-4d31-88ac-ffcfa04d4d14,Buy tax,d8741408-f7b2-47c7-ae92-ea71cf7dcb43,Khan Academy,Business,Intermediate,English,115.51,42.7,94,No Certificate,https://braun.com/,2021-04-11
28b2bf21-4d47-4ed6-a666-3769e1d46f82,Behavior growth bar,8dcdcd03-969b-4662-8562-8059568cc69b,Udemy,Web Development,Advanced,Mandarin,329.93,56.1,59,Certificate,http://www.garrett-barber.com/,2023-10-22
185df528-b425-4e19-9758-d47ea7cde143,Degree back,c29d782b-2722-496e-9a36-d1ec2c6a6e9a,Udemy,AI,Intermediate,Spanish,35.63,10.8,44,,http://smith.com/,2023-10-01
1221cddf-7a4a-402f-a1d6-3b0fb1ac040d,Him room bill,673ba8bd-c38c-4dec-9da3-9a73ba3df7ff,Khan Academy,Web Development,Intermediate,English,233.88,18.9,56,No Certificate,https://taylor-ayala.com/,2021-05-15
022b6683-9033-4a65-87cf-63fd11836c4f,Practice key reveal physical character,45f50c52-2e2f-4f77-8769-79d644777442,Khan Academy,Business,Intermediate,English,298.42,53.5,99,No Certificate,https://miller.com/,2021-03-15
59fe3d53-624f-4a4b-bae1-e13796ee50e5,Fire cause everybody base,f75d599f-6b2d-4b09-8707-9ad480be7e35,edX,Data Science,Beginner,Spanish,479.99,50.3,78,,https://www.liu.com/,2023-06-28
c8a738ab-0df8-4e12-a56b-61e04ba8a4ca,Manager both matter,3b982ef8-daf6-4a26-946d-3f31fc377a4c,edX,Cloud Computing,Beginner,Spanish,234.78,39.4,40,Certificate,http://www.peck-anderson.org/,2023-09-26
2c3aacdc-aed5-4a46-8bde-005b5d8babd7,West side admit attack,2e25b5ee-4f11-48dc-9cd3-336904aac1b7,Skillshare,Business,Beginner,German,173.63,20.7,90,Certificate,https://www.livingston.net/,2022-08-05
c4615234-8044-4eb2-b66e-dbf4a0ea0251,Interest I policy Mrs,ba81edd9-587e-4344-af3f-920c98b8e4cc,edX,Business,Advanced,German,143.82,56.8,75,Certificate,http://collins.com/,2021-06-23
9620bee6-6406-4ace-93a5-e8508950ddd6,Financial join,8de08fc2-c3e1-4a85-946e-f10411906f50,Coursera,Web Development,Intermediate,French,57.84,46.6,70,Certificate,http://www.miller.com/,2024-01-05
4f2da233-0e16-4b12-9bdc-70d19cbf7b8c,Budget remain reduce,56cb1ab0-62fb-46d7-b4db-ca07e506f670,Khan Academy,Business,Intermediate,English,93.6,22.3,68,,http://mills-logan.com/,2021-07-29
c7f7bda1-bff1-4840-a07e-863f5f32d5d8,Run brother tonight,f396ea37-f065-4817-a87a-48509d9b6231,Coursera,AI,Intermediate,Mandarin,65.38,18.0,94,No Certificate,https://warren-baker.org/,2020-10-23
5c311464-82c2-49f0-b487-d7727f0386fa,Matter note,ce9e1a11-fcbb-4e59-bbdd-cf7c9c96e9ec,Coursera,Cloud Computing,Beginner,Spanish,155.06,1.8,57,Certificate,https://www.ayala-shannon.com/,2022-02-05
0b461173-00a8-4473-8242-5912bda3c162,Each line,6db99102-a48b-4dbe-957d-94a106f028ff,Coursera,Business,Beginner,Spanish,248.69,43.3,70,,https://www.velazquez.net/,2023-09-21
6a8fcacb-3f8e-4d0d-9261-9dec3979d5f5,Even back head maybe,b118f68d-6786-4506-b8ba-8abc4b5305e5,Skillshare,Business,Intermediate,Spanish,227.94,9.5,29,,http://www.brock.biz/,2020-09-28
48454343-ddb4-49dc-b710-6966e0827f76,Force network account,530ac1c7-b8ba-4368-8fc7-77685ebbcca5,Udemy,Data Science,Intermediate,German,169.6,47.5,39,Certificate,http://mueller.com/,2024-05-08
3207343e-c6a0-4656-85c9-fb91ff6ef9ed,Set early according improve do,039f3a25-4d61-48bd-adef-e1935c62b3a2,edX,Cloud Computing,Advanced,German,431.77,27.3,66,No Certificate,https://www.smith-sandoval.com/,2021-01-14
3cf88d20-fbad-493f-87a1-ec0234879e41,Man art young Republican,f1f8343e-a99f-4318-89c8-a43f7ed70ed7,Khan Academy,Cloud Computing,Intermediate,German,465.49,52.3,94,Certificate,http://www.merritt.biz/,2023-04-29
15bc2a3e-bf76-45d7-b97c-6c3c755d814b,Believe card star avoid nothing,adaa44ca-8ed6-4d5e-9831-8aa354669d19,Skillshare,AI,Intermediate,English,158.77,28.9,53,No Certificate,https://www.carter.biz/,2022-12-06
3bcdf203-459e-4674-b3e7-f042516c3b0a,Want carry,2e326567-d284-454e-bebe-c0db9a3a6103,Udemy,Business,Beginner,Spanish,250.64,35.8,17,No Certificate,http://www.martin.com/,2023-08-12
f6f24d1c-5bb8-49c8-8932-59f31ee89a4c,Later leg system,27a0c3d7-7c96-4f79-b7e9-9acaa97065e1,Khan Academy,Business,Beginner,Spanish,204.58,39.6,24,Certificate,http://www.torres.com/,2022-12-11
3f8b4433-b60e-495c-9759-ba9625f88c74,How any federal star,afa415e5-6d20-4496-a6d0-6371d8e88ebb,edX,Web Development,Advanced,German,324.27,51.3,91,,http://www.bond-hawkins.net/,2022-04-13
cdcc2d6a-1a16-498c-b648-776e183fea70,Building article sit,df547e50-7cea-4045-8268-283ee32f2e63,edX,Business,Advanced,English,308.11,14.9,92,No Certificate,http://www.colon.com/,2025-02-09
d010318a-eadc-4960-8242-11e2960be0f4,Against ask,610e6a64-e130-4617-82df-f33556666f9f,Coursera,Business,Beginner,English,221.4,41.9,8,Certificate,https://www.stein.com/,2020-07-08
2b015723-0cf6-47a5-b603-c36cf1394e3c,Item right many him interview,c19ad58c-c35b-4c8c-8a4c-9f7f9384ec2b,Coursera,Web Development,Intermediate,French,214.91,15.4,57,,https://www.hill.com/,2020-06-13
3eebc04a-9df2-472e-9e82-5aae9d3616a1,Material third look,63119aca-848a-4440-bfc1-58582fa0d842,Udemy,AI,Beginner,English,304.14,23.6,92,Certificate,http://taylor-gonzalez.net/,2022-04-11
8b2d158a-cd5a-4324-be7c-80e9a1791e93,Writer site,1d691fba-5e18-4b24-8e67-6a01d86a6460,Khan Academy,AI,Beginner,German,318.31,28.1,90,Certificate,https://harrington.com/,2023-06-17
51a1f5df-06ac-4010-ae08-69c1453b45fe,Despite time sing around yard,73b6a09b-1bea-46ac-97fa-7f0483639007,edX,Cloud Computing,Beginner,English,220.42,21.4,80,No Certificate,https://www.garcia.com/,2022-06-04
ead18464-ca8e-458c-90f8-1063889fe107,Shake way,c9dc72b8-5b6a-4102-8428-7378bf5023f4,Skillshare,Web Development,Intermediate,French,99.41,23.7,66,Certificate,https://thompson.com/,2023-03-17
b4157cea-0738-4ba4-9770-a3dbe9fa97e2,Way nor none could,20500494-3d11-4802-a702-878b9f0fda8d,Skillshare,Cloud Computing,Intermediate,Mandarin,147.64,42.3,7,,https://henry.com/,2022-02-18
86c5547c-051a-4039-b803-dcee9a069295,A truth cut candidate,12e89d10-2871-4733-8bed-db12ad77e82f,edX,Data Science,Advanced,English,454.4,45.0,41,Certificate,http://johnson.com/,2021-02-05
5d696bc8-dc54-459b-86bb-42c7d8b2f8b6,Health walk,d88c656d-b61e-4fdb-9a43-5206ef2ddcc4,edX,AI,Advanced,Spanish,309.82,41.0,97,,https://www.turner-taylor.com/,2023-11-15
7cb923f5-f5ed-4382-a3a6-ef83cab63107,Company why really up,63119aca-848a-4440-bfc1-58582fa0d842,Udemy,Data Science,Advanced,English,154.16,27.0,79,No Certificate,https://www.chapman.com/,2021-03-28
f2e3c6f0-0075-43d5-ba94-aa662d7e4a45,Hot yes whole allow own,1f5d988f-776a-4f09-bde2-885951b1943c,Udemy,Data Science,Intermediate,French,372.99,11.4,21,,http://www.taylor-mcgee.com/,2023-02-08
a2dd22d5-2afa-4b7b-91cb-f9e5fb7d3ba1,Start prove,69288e92-c68a-452f-9b23-aa8c3bcabf85,Khan Academy,Cloud Computing,Intermediate,Spanish,128.23,49.7,66,No Certificate,https://baker.com/,2023-02-19
b86d066b-1ba8-47c6-897a-24ad41b455b8,Answer just,673ba8bd-c38c-4dec-9da3-9a73ba3df7ff,edX,Data Science,Intermediate,English,70.24,58.0,91,,https://www.snyder-gray.net/,2023-05-08
c9ea356a-7abf-4ebf-942c-b1ae19f738cb,Prepare reach class available suffer,3c6a3174-1136-44a5-a050-9c6208e895d7,Skillshare,Cloud Computing,Intermediate,English,394.55,1.8,73,Certificate,https://www.green-garcia.com/,2021-08-08
bb635ff5-2931-4971-a01e-0211e34f76b4,Natural together,8de08fc2-c3e1-4a85-946e-f10411906f50,edX,Web Development,Advanced,German,410.39,56.5,18,,http://galloway.biz/,2021-07-23
2837f418-6f27-41b9-a3c6-dedb9b792afa,Big day,39669fa7-5997-4043-b3b1-025bfff9f585,Skillshare,Data Science,Advanced,Mandarin,163.68,37.0,87,Certificate,http://spencer.com/,2022-09-07
64953d5f-0cb4-4891-988d-f23b3ccff6eb,Near make approach about because,fd034ada-c952-4185-81e0-3a5e8b48f496,Skillshare,Web Development,Advanced,German,58.22,3.7,9,No Certificate,https://www.johnson.com/,2020-11-07
4ef03f80-1d91-4e39-9801-4004793bed1b,Likely thus enter politics,4ffca6b1-99b4-49d4-89a2-14aef7e8f8e5,Coursera,Data Science,Beginner,Mandarin,67.7,27.8,90,,https://www.mcclure-wood.info/,2020-07-14
436e3c49-770e-49db-b092-d40143675d58,Student nor character,2138afe0-8d38-4bd8-bba6-abf7cdbcc653,Khan Academy,Business,Advanced,Spanish,441.82,39.6,67,,http://www.cooper.org/,2022-02-02
6319629b-d73e-4bb9-8f9c-a17b8db8dadf,Industry movement term little think,3810ae66-5a31-44cc-8d4b-69a99b689c88,edX,Data Science,Advanced,French,108.42,27.2,35,No Certificate,https://foster.com/,2024-06-04
ccea5031-844e-450b-a684-390c923b7820,Quality per build serious common,27a0c3d7-7c96-4f79-b7e9-9acaa97065e1,edX,Cloud Computing,Advanced,French,30.21,17.3,20,No Certificate,http://www.martinez.com/,2023-11-10
a091e5b4-d293-4e6e-bf4d-093033b0fb53,Street election treat,c0e9ab30-ed26-42e9-97e0-11b7f8102383,Udemy,Cloud Computing,Beginner,English,392.61,15.4,21,,http://www.hawkins-arnold.com/,2024-07-29
032a461a-df9b-4c1f-aacb-1f6d7549c9f9,Onto site both change note,13d5f2f7-709b-4d97-864c-04af3d3f3799,Coursera,Cloud Computing,Beginner,Mandarin,107.76,52.3,47,Certificate,http://www.chan.com/,2023-08-26
7c4f48e4-a7a0-4a3d-a20f-230b439e754c,Participant also every century participant,f836f571-3cce-476c-b836-c448ad261ec5,Coursera,Web Development,Beginner,Spanish,269.57,48.1,19,,https://www.preston-rivera.com/,2020-07-29
44c1f1b5-ebbb-4763-b9a7-e63bbee975da,After stage field exactly,aefcfad8-efc8-4849-b3aa-7efe4458a885,Udemy,Data Science,Intermediate,Spanish,293.84,1.9,38,Certificate,https://www.taylor.info/,2022-11-19
9adfe981-6ab1-4e15-ba92-992e44f8b53c,Could deep,be0f051b-1b66-45a9-a3c4-36571d8cbbac,Skillshare,Cloud Computing,Beginner,English,237.65,46.9,70,,https://camacho.com/,2020-09-17
67443fb8-81bd-45d5-b5a6-571c4fa5c35e,Sister modern notice,e3e9de99-f10c-418b-9eb0-e38a675dd5af,Skillshare,Cloud Computing,Beginner,Mandarin,21.64,47.2,89,,http://www.hood.com/,2024-01-15
b462e3e8-5c41-4a83-ab04-159c0cf173f9,Ever statement measure,2834e4c0-14c8-43b4-a911-d19243bfd931,Skillshare,Data Science,Beginner,German,422.8,26.2,18,No Certificate,http://www.watson.info/,2021-08-31
963dc8bf-797e-4984-9ed7-d3eff5e4a9c1,Glass clear thus see read,8892042f-9d4b-4bf9-8d85-e9c7a0017720,Skillshare,Data Science,Beginner,French,303.54,4.9,40,,https://www.williams-nash.com/,2022-01-14
34ec5264-ad7d-4f81-b9a0-f145a5bab050,Prepare message ten,fd034ada-c952-4185-81e0-3a5e8b48f496,Khan Academy,Cloud Computing,Advanced,French,190.07,36.2,42,No Certificate,http://holland.com/,2022-01-22
f168c605-ce1a-4669-9bbc-6cbc409ca8f2,Require remember every,bdb025ff-2451-45a4-91d0-59b26699cd99,Khan Academy,Business,Beginner,English,425.54,39.4,75,,https://king-owens.net/,2023-07-14
82f29004-01e1-47d8-9a31-204495a0f356,No order executive range,ccc42903-8bcf-43a1-bc10-fa52bf5d2fdf,Skillshare,Business,Beginner,German,169.13,27.8,58,,https://www.mcneil-davidson.com/,2022-05-18
e4729be5-f3c2-444a-b60a-3dcca7f77451,Could military drive,63f2ae24-fc3d-4348-808d-4127610461e3,edX,Business,Intermediate,French,186.78,10.0,65,Certificate,http://flores.info/,2022-09-02
6793cb09-6b27-4eff-a82b-5b364269c28c,Say on yes staff,c0e9ab30-ed26-42e9-97e0-11b7f8102383,Coursera,Data Science,Intermediate,English,371.55,23.0,21,,https://www.nichols.com/,2024-06-21
d73418fe-2b84-4ef3-986d-655d4cd99164,Congress best campaign else space,e0c53cb8-3da9-42a9-8ed4-2f1a3d4cbf37,Khan Academy,Cloud Computing,Advanced,French,334.34,25.2,90,No Certificate,http://davis.com/,2023-09-25
5f269466-54d1-432a-a308-2ddcc9c04b7d,One less brother,e3954cb1-7f7f-4c0a-87c0-d116a394ed54,Coursera,Web Development,Advanced,French,175.47,35.1,32,Certificate,http://www.preston-mason.biz/,2024-08-30
deeff82a-0dd7-4158-a9c1-65ae4c610ae8,Case customer important,56cb1ab0-62fb-46d7-b4db-ca07e506f670,Skillshare,AI,Beginner,French,421.84,22.7,40,,https://www.huffman-white.com/,2024-04-20
2d445af8-fc94-46b1-a18b-5d1555273407,Play above event seven,6db99102-a48b-4dbe-957d-94a106f028ff,Skillshare,Cloud Computing,Advanced,Mandarin,336.81,33.8,82,,http://www.glover-chan.com/,2023-11-05
